,Representative,Metric,Num,Unit
7121,5ABG,Ki,9.0,nM
7122,2XM1,Ki,2.0,uM
7123,2W4X,Kd,14.0,uM
7124,4UR9,Kd,3.1,mM
7125,5ABE,Ki,890.0,uM
7126,2J4G,Ki,0.25,uM
7127,2W67,Ki,8.0,uM
7128,2XM2,Ki,24.0,uM
7129,2J47,Ki,3.8,uM
7130,2EPN,Ki,60.0,nM
7131,1JAK,Ki,2.7,uM
7132,1M01,Kd,3.0,mM
7133,5FCZ,Ki,68.0,uM
7134,5FD0,Ki,2.4,uM
7135,3SUT,Ki,0.013999999999999999,uM
7136,3SUU,Ki,0.03,uM
7137,3SUR,Ki,70.0,uM
7138,3SUS,Ki,71.0,uM
7139,3SUW,Ki,20.0,uM
7140,2XSB,ic50,11.0,uM
7141,2OXN,Ki,0.048,uM
7142,5A69,Ki,1.1,nM
7143,5A6K,Ki,1130.0,nM
7144,4AZ6,Ki,0.8,nM
7145,4AZB,Kd,57.69,nM
7146,4AZ5,Kd,1.02,uM
7147,3S6T,Ki,0.045,uM
7148,3OZP,Ki,0.24,uM
7149,3WMC,Ki,0.31,uM
7150,3VTR,Ki,2.714,uM
7151,2CHN,Ki,0.2,uM
7152,4HZM,Ki,23.2,uM
7153,4AZI,Kd,35.56,nM
7154,4AZG,Kd,79.05,nM
7155,1RC0,Ki,4.0,nM
7156,4ZYY,Ki,9.0,nM
7157,4ZYU,Ki,1067.0,nM
7158,4ZZ1,Ki,13.0,nM
7159,1RBM,Ki,4.0,nM
7160,4EW3,Ki,0.18,uM
7161,4ZYT,Ki,17.0,nM
7162,4ZYW,Ki,68.0,nM
7163,4ZZ3,Ki,1000.0,nM
7164,4ZYZ,Ki,67.0,nM
7165,4ZYX,Ki,7.0,nM
7166,4ZZ0,Ki,99.0,nM
7167,4ZZ2,Ki,9.1,nM
7168,5J9F,Ki,59.0,nM
7169,1NJS,Ki,15.0,nM
7170,1RBZ,Ki,4.0,nM
7171,4ZYV,Ki,22.0,nM
7172,1GAR,Ki,100.0,pM
7173,1JKX,Ki,20.0,uM
7174,1C2T,Ki,260.0,nM
7175,4BXK,Ki,11.21,nM
7176,4CA6,Ki,180.0,nM
7177,2XYD,Ki,180.0,nM
7178,4BZS,Ki,75.0,nM
7179,1J37,Ki,1.1,nM
7180,2X8Z,Ki,11.0,nM
7181,2X97,Ki,2200.0,nM
7182,1J36,Ki,18.0,nM
7183,2X96,Ki,94.0,uM
7184,4AA1,Ki,76.0,uM
7185,4CA8,Ki,120.0,nM
7186,4CA7,Ki,24.0,nM
7187,2X91,Ki,180.0,nM
7188,4CA5,Ki,0.41,nM
7189,3BKK,Ki,0.83,uM
7190,2XY9,Ki,0.41,nM
7191,4APH,Ki,4.0,uM
7192,2YDM,ic50,36.4,nM
7193,3BKL,Ki,0.679,uM
7194,2OC2,Ki,3.0,nM
7195,3GE7,Ki,2.0,nM
7196,1ENU,Ki,8.3,uM
7197,4Q4S,Kd,111.6,nM
7198,4KWO,Ki,353.0,nM
7199,2Z7K,Ki,77.0,nM
7200,3SM0,Ki,740.0,nM
7201,4Q4P,Kd,407.4,nM
7202,1K4H,Ki,7.7,uM
7203,3C2Y,Ki,1.5,uM
7204,1Y5X,Ki,3.7,uM
7205,1R5Y,Ki,0.35,uM
7206,3RR4,Ki,28050.0,nM
7207,3EOU,Ki,97.0,nM
7208,4Q4Q,Kd,1638.9,nM
7209,5JXQ,Ki,7.0,nM
7210,1Q66,Ki,1.7,uM
7211,1N2V,Ki,83.0,uM
7212,1Y5W,Ki,6.9,uM
7213,1Q63,Ki,1.4,uM
7214,4PUL,Kd,146.1,nM
7215,3GC4,Ki,25.0,nM
7216,4LBU,Ki,286.0,nM
7217,1K4G,Ki,1.4,uM
7218,4LEQ,Ki,217.0,nM
7219,2QZR,Ki,55.0,nM
7220,4Q4O,Kd,34.3,nM
7221,3S1G,Ki,6500.0,nM
7222,4PUM,Kd,188.1,nM
7223,1S38,Ki,7.0,uM
7224,1Q65,Ki,3.5,uM
7225,3EOS,Ki,4.0,nM
7226,1F3E,Ki,0.2,uM
7227,1Y5V,Ki,1.0,uM
7228,4PUJ,Kd,35.0,nM
7229,2BBF,Ki,7.9,uM
7230,1S39,Ki,20.0,nM
7231,3TLL,Ki,40830.0,nM
7232,4PUK,Kd,52.4,nM
7233,3GC5,Ki,55.0,nM
7234,4Q4R,Kd,369.2,nM
7235,1Q4W,Ki,0.35,uM
7236,1ELE,Ki,0.14,uM
7237,1ELD,Ki,0.2,uM
7238,1ELB,Ki,70.0,nM
7239,4GVU,ic50,30.0,nM
7240,1BMA,Ki,26.0,uM
7241,1ELA,Ki,0.44,uM
7242,1QR3,ic50,0.26,uM
7243,2CV3,ic50,0.27,uM
7244,3PVW,ic50,54.0,nM
7245,3PVU,ic50,290.0,nM
7246,3V5W,ic50,3.16,uM
7247,5UKL,ic50,0.63,uM
7248,4MK0,ic50,3.2,uM
7249,2CHT,Ki,3.0,uM
7250,4WZV,ic50,0.43,nM
7251,5I12,ic50,1200.0,nM
7252,4XCT,ic50,6.7,nM
7253,5UE4,Kd,3.3,uM
7254,1CX9,ic50,178.0,nM
7255,1C8V,ic50,472.0,nM
7256,1A5S,Kd,0.35,uM
7257,2CLI,Kd,50.0,uM
7258,1CW2,ic50,715.0,nM
7259,2CLK,Kd,164.0,uM
7260,1A50,Kd,0.35,uM
7261,2CLH,Kd,87.6,uM
7262,1C29,ic50,472.0,nM
7263,2CLE,Kd,280.0,uM
7264,1WBJ,Kd,0.31,mM
7265,2CLF,Kd,280.0,uM
7266,1C9D,ic50,499.0,nM
7267,5TCI,ic50,22.6,nM
7268,4WNK,ic50,0.38,uM
7269,2Z7I,ic50,0.1,uM
7270,2Z7H,Ki,115.0,nM
7271,2Z4Y,ic50,0.71,uM
7272,2Z4W,ic50,0.98,uM
7273,2Z4X,ic50,0.71,uM
7274,2Z50,ic50,11.2,uM
7275,2Z4Z,ic50,1.86,uM
7276,2Z52,ic50,2.69,uM
7277,3RI1,ic50,1.23,uM
7278,3VHE,ic50,6.2,nM
7279,1Y6B,ic50,38.0,nM
7280,1Y6A,ic50,0.022000000000000002,uM
7281,3PP0,ic50,11.0,nM
7282,5UR1,ic50,1.06,nM
7283,4ZSA,ic50,15.0,nM
7284,5B7V,ic50,9.3,nM
7285,5A4C,Kd,5.7,nM
7286,5AM7,Kd,64.5,nM
7287,4V04,Kd,7.7,nM
7288,4RWL,Kd,8.0,nM
7289,4NKS,Kd,69.1,nM
7290,4F64,ic50,63.0,nM
7291,4RWJ,Kd,2.0,nM
7292,3RHX,ic50,0.84,uM
7293,4NKA,Kd,447.0,nM
7294,2FGI,Ki,36.4,nM
7295,3C4F,ic50,1.9,uM
7296,4F65,ic50,2.5,nM
7297,5AM6,Kd,185.0,nM
7298,4AG8,Ki,1.1,nM
7299,2OH4,ic50,3.5,nM
7300,3BE2,ic50,2.0,nM
7301,2P2H,ic50,68.0,nM
7302,3VO3,ic50,1.4,nM
7303,3VNT,ic50,2.2,nM
7304,3WZE,Kd,33.0,nM
7305,1YWN,ic50,0.003,uM
7306,3WZD,Kd,2.1,nM
7307,5EW3,ic50,0.0012,uM
7308,3CJF,ic50,6.3,nM
7309,2QU6,Ki,3.0,nM
7310,3EWH,ic50,69.0,nM
7311,2P2I,ic50,38.0,nM
7312,3C7Q,ic50,21.0,nM
7313,5EOB,ic50,0.24,nM
7314,2WGJ,Ki,0.002,uM
7315,4DEH,ic50,612.0,nM
7316,4IWD,ic50,1.0,nM
7317,3F82,ic50,3.9,nM
7318,4R1V,ic50,400.0,nM
7319,3CTH,ic50,0.035,uM
7320,4AOI,Ki,0.004,uM
7321,4XMO,ic50,2.0,nM
7322,4R1Y,ic50,1.0,nM
7323,4GG5,ic50,0.93,nM
7324,4AP7,Ki,0.011000000000000001,uM
7325,3Q6W,Kd,27.0,nM
7326,3CD8,ic50,9.0,nM
7327,4EEV,ic50,42.0,nM
7328,3RHK,ic50,520.0,nM
7329,4GG7,ic50,6.5,nM
7330,3ZZE,Ki,0.0013,uM
7331,4DEI,ic50,1.0,nM
7332,2WD1,ic50,82.0,nM
7333,3CE3,ic50,1.8,nM
7334,3LQ8,ic50,0.4,nM
7335,3EFK,Ki,14.0,nM
7336,3ZCL,Ki,0.0101,uM
7337,3ZC5,Ki,0.0103,uM
7338,3U6H,Ki,1.0,nM
7339,3ZBX,Ki,0.006,uM
7340,1R0P,Kd,10.0,nM
7341,5HOR,ic50,6.0,nM
7342,5HO6,ic50,204.0,nM
7343,3L8V,ic50,0.008,uM
7344,5EYD,ic50,1.0,nM
7345,4DEG,ic50,6.0,nM
7346,5HLW,ic50,23.0,nM
7347,5HNI,ic50,10.0,nM
7348,5HOA,ic50,64.0,nM
7349,3ZXZ,Ki,0.005,uM
7350,3DKF,ic50,4.0,nM
7351,5EYC,ic50,3.0,nM
7352,3CTJ,ic50,0.11,uM
7353,2RFN,ic50,5.0,nM
7354,3QTI,ic50,14.0,nM
7355,3CCN,ic50,120.0,nM
7356,3F66,ic50,0.9,uM
7357,2WKM,ic50,9.0,nM
7358,3I5N,ic50,17.0,nM
7359,4KNB,ic50,0.047,uM
7360,4P5Z,Kd,39.3,nM
7361,4TWO,ic50,8000.0,nM
7362,5JFS,ic50,2.0,nM
7363,5JFV,ic50,6.0,nM
7364,4PMM,ic50,662.0,nM
7365,4PMP,ic50,4233.0,nM
7366,5H3Q,ic50,6.0,nM
7367,4PMT,ic50,997.0,nM
7368,5JFW,ic50,62.0,nM
7369,5JFX,ic50,6.0,nM
7370,3NW7,ic50,5.3,nM
7371,3D94,ic50,118.0,nM
7372,2OJ9,ic50,0.39,uM
7373,3I81,ic50,13.0,nM
7374,5HZN,ic50,0.06,uM
7375,4D2R,ic50,3.3,uM
7376,3O23,ic50,0.5,uM
7377,3NW6,ic50,7.0,nM
7378,3NW5,ic50,8400.0,nM
7379,2ZM3,ic50,2.42,uM
7380,5U6C,Ki,0.05,nM
7381,5TC0,ic50,25.0,nM
7382,5K0X,ic50,4.4,nM
7383,5HCY,Ki,1.2,nM
7384,3W32,ic50,75.0,nM
7385,5CAU,Ki,1.6,nM
7386,5D41,ic50,0.024,uM
7387,3POZ,ic50,23.0,nM
7388,5CAP,Ki,52.0,nM
7389,3W33,ic50,36.0,nM
7390,4RJ8,Ki,17.0,nM
7391,5CAS,Ki,1.4,nM
7392,3UG2,Kd,5.6,nM
7393,5CAQ,Ki,2.7,nM
7394,2RGP,ic50,0.3,uM
7395,5UGA,Ki,161.0,nM
7396,5C8N,Ki,492.0,nM
7397,1XKK,Ki,3.0,nM
7398,3BEL,ic50,0.013999999999999999,uM
7399,4CLI,Ki,0.07,nM
7400,5AAA,Ki,0.38,nM
7401,4CLJ,Ki,0.1,nM
7402,4CMO,Ki,0.85,nM
7403,5AA8,Ki,8.6,nM
7404,5IUH,ic50,402.0,nM
7405,2XB7,Ki,0.65,nM
7406,5J7H,ic50,0.37,nM
7407,4FOD,ic50,0.0012,uM
7408,4DCE,ic50,0.174,uM
7409,5AAC,Ki,1.3,nM
7410,4ANQ,ic50,605.0,nM
7411,4Z55,ic50,13.0,nM
7412,5A9U,Ki,0.08,nM
7413,4FOB,ic50,0.005,uM
7414,5FTQ,ic50,0.01,uM
7415,3AOX,Kd,2.4,nM
7416,4CD0,Ki,0.2,nM
7417,5AA9,Ki,6.4,nM
7418,2XBA,Ki,23.68,nM
7419,5IUG,ic50,177.0,nM
7420,5AAB,Ki,0.88,nM
7421,4CMT,Ki,0.2,nM
7422,4FOC,ic50,0.003,uM
7423,4CNH,Ki,4.0,nM
7424,4FNY,ic50,0.256,uM
7425,5KZ0,Ki,22.0,nM
7426,4CMU,Ki,0.2,nM
7427,5FTO,ic50,0.012,uM
7428,3C1X,ic50,0.045,uM
7429,4BKJ,ic50,41.0,nM
7430,5FDP,ic50,309.0,nM
7431,4CKR,ic50,105.0,nM
7432,3KRL,ic50,0.8,nM
7433,3DPK,ic50,4.1,nM
7434,3BEA,ic50,0.003,uM
7435,3KRJ,ic50,1.0,nM
7436,3LCD,ic50,40.0,nM
7437,4ASE,Ki,0.01,nM
7438,4AGC,Ki,0.02,nM
7439,4ASD,Ki,0.52,nM
7440,4U0I,ic50,11.0,nM
7441,3G0E,Kd,20.0,nM
7442,4HVS,ic50,0.016,uM
7443,2X2M,ic50,0.17,uM
7444,2X2L,ic50,5.3,uM
7445,2IVU,Ki,375.0,nM
7446,2XVD,ic50,0.002,uM
7447,2VX1,ic50,0.22,uM
7448,2VWV,ic50,16.0,uM
7449,2VX0,ic50,0.58,uM
7450,2X9F,ic50,0.061,uM
7451,2VWU,ic50,0.35,uM
7452,2VWX,ic50,0.04,uM
7453,2VWW,ic50,0.24,uM
7454,2VWZ,ic50,0.794,uM
7455,2VWY,ic50,0.09,uM
7456,4AW5,ic50,765.0,nM
7457,5JKG,ic50,6.4,nM
7458,4UXQ,Kd,16.0,nM
7459,4AT3,ic50,0.004,uM
7460,4AT4,ic50,0.012,uM
7461,4AT5,ic50,0.038,uM
7462,4UXL,Ki,0.025,nM
7463,3ZBF,Ki,2.1,nM
7464,2OO8,ic50,1.0,nM
7465,2P4I,ic50,317.0,nM
7466,4FF8,ic50,0.4,uM
7467,3QUP,ic50,0.47600000000000003,uM
7468,4FEQ,ic50,1.1,uM
7469,3EKK,ic50,2.0,nM
7470,4IBM,ic50,1.8,uM
7471,5E1S,Kd,12.0,nM
7472,3EKN,ic50,2.0,nM
7473,2Y6O,ic50,25.0,nM
7474,2XYU,ic50,4.5,uM
7475,3KC1,ic50,1.0,nM
7476,1Q9D,ic50,1.87,uM
7477,1YZ0,Kd,2.4,uM
7478,2QVU,Kd,0.36,uM
7479,1YYZ,Kd,2.4,uM
7480,1LEV,ic50,2.6,uM
7481,3KBZ,ic50,124.0,nM
7482,1KZ8,ic50,0.83,uM
7483,2JJK,ic50,9.0,nM
7484,2WBB,ic50,0.92,uM
7485,2Y5L,ic50,0.33,uM
7486,2WBD,Kd,0.23,uM
7487,4MJO,Kd,0.6,uM
7488,2Y5K,ic50,0.22,uM
7489,2Q8M,Ki,94.0,uM
7490,2Q8M,Ki,700.0,uM
7491,2Q8M,ic50,6.0,uM
7492,4HE2,ic50,3.65,uM
7493,4KS1,Kd,1.5,nM
7494,4D8S,ic50,0.32,uM
7495,4KS4,Ki,72.0,nM
7496,4MWV,ic50,0.4,nM
7497,1F8E,Ki,15.0,uM
7498,2QWG,ic50,230.0,uM
7499,1F8B,Ki,4.0,uM
7500,1XOE,ic50,41.0,nM
7501,4MWX,ic50,75.7,nM
7502,2QWC,Ki,280.0,uM
7503,2QWJ,ic50,0.23,uM
7504,2QWI,Ki,2.16,uM
7505,4MWY,ic50,89.6,nM
7506,1BJI,ic50,0.002,uM
7507,1F8D,Ki,400.0,uM
7508,2QWE,Ki,0.033,uM
7509,4MWQ,ic50,0.79,nM
7510,4MX0,ic50,184.7,nM
7511,2QWB,Ki,1820.0,uM
7512,2QWK,ic50,0.002,uM
7513,2QWF,Ki,2.16,uM
7514,4MWR,ic50,0.41,nM
7515,1F8C,Ki,0.04,uM
7516,4MWU,ic50,3.24,nM
7517,2QWD,Ki,14.0,uM
7518,2QWH,ic50,13.0,uM
7519,4DGR,ic50,4.4,uM
7520,3K37,ic50,2.8,nM
7521,1INF,ic50,10.0,uM
7522,1B9T,ic50,8.0,uM
7523,1A4Q,ic50,3.6,uM
7524,1A4G,ic50,0.004,uM
7525,1B9S,ic50,667.0,uM
7526,1VCJ,ic50,26.0,uM
7527,1B9V,ic50,224.0,uM
7528,2YA8,Ki,1.77,uM
7529,2YA7,Ki,0.72,mM
7530,2YA6,Ki,2.0,uM
7531,1WCQ,Ki,0.55,uM
7532,2BZD,Kd,1.0,mM
7533,5KV9,ic50,0.6,uM
7534,5KV8,ic50,3.9,uM
7535,3TI8,ic50,0.9,nM
7536,1W0O,Kd,37.0,uM
7537,1W0O,Kd,30.0,uM
7538,1W0P,Kd,30.0,uM
7539,2VW1,Ki,0.3,mM
7540,4FPF,ic50,38.9,uM
7541,4FPK,ic50,57.4,uM
7542,1N1V,Ki,140.0,uM
7543,3CKZ,Ki,0.19,nM
7544,3TI6,ic50,0.54,nM
7545,3TI3,ic50,1.83,nM
7546,3TI5,ic50,1.11,nM
7547,3CL0,Ki,20.8,nM
7548,4B7R,Ki,0.23,nM
7549,3TI4,ic50,947.0,nM
7550,4CPZ,Ki,20.85,nM
7551,4CPY,Ki,491.35,nM
7552,2SIM,Ki,0.38,mM
7553,2W68,Kd,18.0,uM
7554,4X6K,ic50,0.00487,mM
7555,4X47,ic50,1.4,mM
7556,4X4A,Ki,2.37,mM
7557,4X49,ic50,0.0296,mM
7558,4YZ5,Kd,1.48,mM
7559,4YW2,Kd,1.6,mM
7560,3CV7,Ki,5.9,nM
7561,3H4G,ic50,2.5,uM
7562,1AE4,Ki,3.0,uM
7563,1FRB,Kd,30.0,nM
7564,3C8Z,Ki,300.0,nM
7565,2V77,Ki,8.7,uM
7566,1NJJ,Ki,8.0,mM
7567,1NJJ,Kd,0.27,mM
7568,2OO0,Kd,0.05,uM
7569,2OO0,Ki,1.4,nM
7570,2VC9,Kd,3.6,nM
7571,4AAX,Kd,199.0,uM
7572,4A45,Kd,294.0,uM
7573,4A41,Kd,591.0,uM
7574,4PNI,ic50,0.125,uM
7575,4L9I,Kd,13.0,uM
7576,5EHZ,Ki,2.3,pM
7577,5EHQ,Ki,33.0,pM
7578,1Q84,Ki,8900.0,fM
7579,4ARB,Kd,1.3,uM
7580,4ARA,Kd,0.9,uM
7581,4B80,ic50,40.0,uM
7582,1N5R,Ki,2.2,uM
7583,4B82,ic50,41.0,uM
7584,4B7Z,ic50,49.0,uM
7585,1J07,Ki,0.021,uM
7586,2HA0,Ki,0.023,mM
7587,5EIE,Ki,23000.0,pM
7588,4BTL,ic50,2.5,uM
7589,4B85,ic50,88.0,uM
7590,5FPP,Kd,63.0,uM
7591,5OV9,ic50,2.2,uM
7592,2HA2,Ki,0.021,mM
7593,4A23,ic50,1.3,uM
7594,2HA3,Kd,0.93,mM
7595,2CKM,Kd,77.0,fM
7596,1EVE,ic50,5.7,nM
7597,1H23,Ki,4.5,nM
7598,2V97,Ki,20.0,nM
7599,1VOT,Ki,250.0,nM
7600,1GPK,Ki,4.3,uM
7601,5E4T,Ki,40.0,nM
7602,1H22,Ki,0.8,nM
7603,5BWC,Ki,0.061,uM
7604,1DX6,ic50,652.0,nM
7605,2V96,Ki,29.0,uM
7606,1GPN,Ki,0.33399999999999996,uM
7607,1E+66,Ki,0.13,nM
7608,1ZGC,ic50,38.8,nM
7609,1ZGB,ic50,8.8,nM
7610,1W4L,ic50,4.0,nM
7611,1W76,ic50,702.0,nM
7612,1W6R,ic50,702.0,nM
7613,4M0F,Ki,1.7,nM
7614,4M0E,Ki,0.7,uM
7615,2WHP,Kd,100.0,uM
7616,4E5H,ic50,0.43,uM
7617,4YYL,ic50,9.7,uM
7618,4AWK,ic50,1.1,uM
7619,5D9J,Kd,22.0,nM
7620,4E5F,ic50,15.0,uM
7621,5EGA,ic50,8.7,uM
7622,4E5J,Ki,18.7,uM
7623,5JGL,Kd,12.48,uM
7624,5JGK,Kd,12.6,uM
7625,5KF9,Ki,3.0,uM
7626,5KF1,Ki,3.0,uM
7627,5KF8,Ki,3.0,uM
7628,5KGP,Ki,3.0,uM
7629,5KGA,Ki,3.0,uM
7630,5KGJ,Ki,3.0,uM
7631,5KGH,Ki,3.0,uM
7632,5KF2,Ki,3.0,uM
7633,5TUF,ic50,83.2,uM
7634,4RHY,Ki,1.13,uM
7635,4RHX,Ki,1.6,uM
7636,5XVQ,ic50,9.0,uM
7637,2QBU,Kd,0.645,uM
7638,2O1O,Ki,0.38,nM
7639,4QMN,ic50,0.003,uM
7640,4QMP,ic50,0.013999999999999999,uM
7641,4QMX,ic50,11.0,uM
7642,4QMT,ic50,0.01,uM
7643,4QMM,ic50,0.46,uM
7644,4QMU,ic50,1.3,uM
7645,4QMZ,ic50,0.21,uM
7646,4QNA,ic50,0.023,uM
7647,4QMO,ic50,0.019,uM
7648,4QMW,ic50,0.086,uM
7649,4QO9,ic50,0.16,uM
7650,4QMQ,ic50,0.26,uM
7651,4QMY,ic50,0.004,uM
7652,4QMS,ic50,7.4,uM
7653,4QMV,ic50,0.023,uM
7654,4EU7,Ki,150.0,mM
7655,4YMH,Kd,3.2,uM
7656,4YMG,Kd,21.0,uM
7657,4R57,Kd,610.0,uM
7658,5ULP,Kd,24.3,uM
7659,5CDH,Ki,4.3,uM
7660,4LN7,ic50,0.040999999999999995,uM
7661,4AWF,ic50,2.7,uM
7662,4KIL,ic50,0.5,uM
7663,4AVG,ic50,0.06,uM
7664,3UR0,ic50,70.0,nM
7665,4NRU,ic50,115.0,nM
7666,3SFG,Kd,0.865,uM
7667,4O4R,ic50,0.88,uM
7668,5WQJ,ic50,1.7,uM
7669,5WQK,ic50,2.7,uM
7670,4LY9,Kd,0.006999999999999999,uM
7671,4MSU,ic50,1.42,uM
7672,5KO1,Kd,230.0,nM
7673,5IGI,Kd,0.17,uM
7674,5IGT,Kd,0.2,uM
7675,5IGP,Kd,0.2,uM
7676,5IGJ,Kd,0.18,uM
7677,2E7F,Kd,0.79,uM
7678,2OGY,Kd,33.2,uM
7679,4TQ3,Kd,3.2,uM
7680,4YEE,Kd,0.32,uM
7681,4AZT,ic50,68.0,uM
7682,3T7S,Ka,44500.0,M^-1
7683,3T7T,Ka,29900.0,M^-1
7684,3P2E,Kd,0.6,uM
7685,4LWP,Kd,45.0,uM
7686,4E+70,Kd,2.94,uM
7687,3GNI,Kd,0.02,uM
7688,5EH0,Ki,0.0005,uM
7689,2H1H,ic50,30.0,uM
7690,1X8J,Ki,0.11,uM
7691,5KVA,Kd,8.6,uM
7692,5BW4,Kd,68.0,uM
7693,4YEF,Kd,4.44,uM
7694,5GVL,ic50,42.0,nM
7695,5GVN,ic50,90.0,nM
7696,5GVM,ic50,186.0,nM
7697,5GVK,Kd,99.0,nM
7698,5GVP,ic50,165.0,nM
7699,4G19,ic50,261.5,uM
7700,3C8E,Kd,1.3,mM
7701,4KOT,Kd,3.5,uM
7702,4KOX,Kd,16.9,uM
7703,4KOV,Kd,176.7,uM
7704,4L8A,Kd,3.9,uM
7705,4KLV,Kd,165.0,uM
7706,4KOW,Kd,49.3,uM
7707,4KUB,Kd,3.9,uM
7708,2JDC,Ki,9.0,uM
7709,2JDD,Ki,0.99,mM
7710,3LCV,Kd,18.0,uM
7711,3LCU,Kd,300.0,uM
7712,3D04,Ki,0.9,uM
7713,3CF8,Ki,12.7,uM
7714,3DOZ,ic50,1.98,uM
7715,3ED0,Kd,0.45,uM
7716,3B7J,Ki,6.8,uM
7717,3DP3,ic50,1.52,uM
7718,3DP2,ic50,1.5,uM
7719,3DP1,ic50,9.92,uM
7720,3DP0,ic50,1.42,uM
7721,3DOY,ic50,1.52,uM
7722,2GLP,ic50,39.8,uM
7723,2XCG,Kd,9.0,nM
7724,2BK3,Ki,2.3,uM
7725,1OJA,Ki,3.0,uM
7726,2XFO,Ki,58.0,uM
7727,1OJ9,Ki,35.0,uM
7728,3PO7,Ki,3.1,uM
7729,2BK5,Ki,3.0,uM
7730,2V5Z,Ki,0.45,uM
7731,2XFN,Ki,8.3,uM
7732,3ZYX,Ki,0.14300000000000002,uM
7733,2C67,Ki,17.0,uM
7734,4A79,Ki,0.5,uM
7735,4A7A,Ki,4.2,uM
7736,2V61,Ki,0.1,uM
7737,2V60,Ki,0.4,uM
7738,5TZ9,ic50,2.4,nM
7739,2YNE,Ki,2.7,nM
7740,4CAF,Ki,75.0,nM
7741,4BBH,Ki,0.08,uM
7742,2YND,Ki,32.0,nM
7743,5G22,Ki,0.1,uM
7744,4B11,ic50,2.3,uM
7745,4CAE,Ki,18.0,nM
7746,4B12,ic50,10.2,uM
7747,5G1Z,Ki,4.7,uM
7748,4B13,ic50,2.0,uM
7749,4A95,ic50,2.9,uM
7750,4B14,ic50,0.6,uM
7751,2WSA,Kd,1.0,nM
7752,4CYO,Ki,1.6,nM
7753,4UCP,Kd,200.0,uM
7754,4UCM,Kd,180.0,uM
7755,4CYQ,Ki,59.0,nM
7756,2WUU,ic50,68.7,nM
7757,4CGL,ic50,0.031,uM
7758,5A27,Ki,0.02,uM
7759,4CGN,ic50,0.55,uM
7760,4CGM,ic50,1.02,uM
7761,5A28,Ki,0.01,uM
7762,4CGO,ic50,0.299,uM
7763,4CYN,Ki,1406.0,nM
7764,1IYK,Ki,0.25,uM
7765,4C2Z,ic50,17.0,nM
7766,4YZC,ic50,3.0,nM
7767,4YZ9,Ki,200.0,nM
7768,2HF9,Kd,3.4,uM
7769,2HF8,Kd,3.4,uM
7770,5EFC,Kd,14.1,uM
7771,5EFA,Kd,14.7,uM
7772,4IBF,Kd,36.8,uM
7773,4IBG,Kd,108.0,uM
7774,4IBD,Kd,214.6,uM
7775,4IBE,Kd,70.6,uM
7776,4IBB,Kd,270.7,uM
7777,4IBK,Kd,50.4,uM
7778,4IBJ,Kd,47.0,uM
7779,4IBC,Kd,1049.0,uM
7780,4IBI,Kd,73.0,uM
7781,4M4Q,ic50,0.011000000000000001,uM
7782,4M5R,ic50,1000.0,uM
7783,4MK1,ic50,16.0,uM
7784,4M5O,ic50,0.38,uM
7785,4MK5,ic50,0.45,uM
7786,4M5U,ic50,0.023,uM
7787,4W9S,ic50,0.15,uM
7788,4MK2,ic50,0.73,uM
7789,5FUE,ic50,468.2,nM
7790,4GZP,Ki,14.3,nM
7791,4GZT,Ki,17.0,nM
7792,4GZW,Kd,30.0,uM
7793,5L77,ic50,0.1,nM
7794,5N58,Kd,0.8,uM
7795,5N55,Kd,1.03,uM
7796,5H5O,Kd,0.293,uM
7797,5M77,Kd,24.7,nM
7798,5O2T,Kd,3.9,nM
7799,5LE1,ic50,10.6,uM
7800,5FRE,Kd,32.0,uM
7801,5FRA,Kd,68.0,uM
7802,1ECM,Kd,2.8,uM
7803,5WL0,Kd,0.67,nM
7804,5XKR,Kd,7.0,uM
7805,4WA4,ic50,0.66,nM
7806,4WA5,ic50,1.29,nM
7807,4LCN,Ka,91000.0,M^-1
7808,4LD2,Ka,43000.0,M^-1
7809,1TQ4,Kd,0.64,uM
7810,1TPZ,Kd,0.64,uM
7811,2ZIF,Kd,43.0,uM
7812,1UX7,Kd,1.0,mM
7813,4HNN,Kd,0.002,mM
7814,5EDL,Kd,4.5,nM
7815,5FJN,Kd,18.4,mM
7816,5ML3,Kd,203.0,pM
7817,5ML2,Kd,13.0,nM
7818,5ML6,Kd,358.0,pM
7819,4JV6,Kd,165.0,nM
7820,5ML4,Kd,2.0,nM
7821,5E8F,Kd,2.3,nM
7822,4JVB,Kd,39.0,nM
7823,4JVF,Kd,10.0,nM
7824,4CB5,Kd,13.0,uM
7825,3AHO,Ki,88.9,nM
7826,3AHN,Ki,90.1,nM
7827,4B16,Ka,2900.0,M^-1
7828,4PZV,Kd,2.0,uM
7829,3LDW,Ki,10.7,nM
7830,5HN7,ic50,120.0,uM
7831,5HN9,ic50,50.0,uM
7832,5AB7,Kd,90.0,uM
7833,5AB6,Kd,0.9,mM
7834,4LBP,Kd,11.4,uM
7835,4QN7,ic50,0.84,nM
7836,4RP9,Kd,6.1,uM
7837,4RP8,Kd,6.1,uM
7838,5W10,Kd,0.24,uM
7839,4NRT,ic50,1000.0,nM
7840,3TIC,ic50,1.36,nM
7841,3TIA,ic50,3.12,nM
7842,3TIB,ic50,129.0,nM
7843,4KQP,Kd,1.49,uM
7844,4AZC,Kd,1.38,uM
7845,5JJR,ic50,0.016,uM
7846,5JJS,ic50,0.048,uM
7847,5D6J,Kd,36.0,uM
